Learning Area,Element,Sub-element,Progression level,Progression level name / stage name,Subheading,Indicator ID,Indicator order,Indicator text (verbatim),Indicator text (no examples),Example / elaboration,Relevant – Foundation,Relevant – Year 1,Relevant – Year 2,Relevant – Year 3,Relevant – Year 4,Relevant – Year 5,Relevant – Year 6,Relevant – Year 7,Relevant – Year 8,Relevant – Year 9,Relevant – Year 10
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-10,10,"uses phonic knowledge, word recognition, sentence structure, punctuation and contextual knowledge to read simple texts (see Phonic knowledge and word recognition) (see Text complexity)","uses phonic knowledge, word recognition, sentence structure, punctuation and contextual knowledge to read simple texts (see Phonic knowledge and word recognition) (see Text complexity)",,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-11,11,reads high-frequency words in continuous text,reads high-frequency words in continuous text,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-12,12,reads using sentence features such as word order and sentence boundary punctuation (e.g. question marks),reads using sentence features such as word order and sentence boundary punctuation,e.g. question marks,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-13,13,pauses when meaning breaks down and attempts to self-correct,pauses when meaning breaks down and attempts to self-correct,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-14,14,"uses visual and auditory cues to build meaning (e.g. colour, shape and size of images, sound effects)",uses visual and auditory cues to build meaning,"e.g. colour, shape and size of images, sound effects",,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Processes,LP9-RV-UT-Level5-15,15,selects appropriate reading paths when reading simple texts and navigates simple screen-based texts for specific purposes,selects appropriate reading paths when reading simple texts and navigates simple screen-based texts for specific purposes,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Vocabulary,LP9-RV-UT-Level5-16,16,"identifies key words and the meaning they carry (e.g. nouns, verbs)",identifies key words and the meaning they carry,"e.g. nouns, verbs",,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Vocabulary,LP9-RV-UT-Level5-17,17,makes plausible interpretations of the meaning of unfamiliar words,makes plausible interpretations of the meaning of unfamiliar words,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Vocabulary,LP9-RV-UT-Level5-18,18,understands simple qualifying or emotive words,understands simple qualifying or emotive words,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 5,,Vocabulary,LP9-RV-UT-Level5-19,19,uses context to understand homonyms,uses context to understand homonyms,,,Yes,Yes,,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-01,1,reads and views simple texts and some elementary texts (see Text complexity),reads and views simple texts and some elementary texts (see Text complexity),,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-02,2,scans texts to locate specific information in an elementary print text,scans texts to locate specific information in an elementary print text,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-03,3,recounts or describes the most relevant details from a text,recounts or describes the most relevant details from a text,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-04,4,tracks ideas or information throughout the text,tracks ideas or information throughout the text,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-05,5,identifies main idea by synthesising information across a simple text,identifies main idea by synthesising information across a simple text,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-06,6,identifies the arguments in an elementary text,identifies the arguments in an elementary text,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-07,7,"identifies the purpose of elementary informative, imaginative and persuasive texts (e.g. uses verbs and dot points to identify a set of instructions)","identifies the purpose of elementary informative, imaginative and persuasive texts",e.g. uses verbs and dot points to identify a set of instructions,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-08,8,explains how inferences are drawn using background knowledge or language features (e.g. infers character’s feelings from actions),explains how inferences are drawn using background knowledge or language features,e.g. infers character’s feelings from actions,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-09,9,makes connections between texts (e.g. compares 2 versions of a well-known story),makes connections between texts,e.g. compares 2 versions of a well-known story,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-10,10,"integrates new learning from reading with current knowledge (e.g. ""I know that insects have wings but I didn’t know all insects have six legs"")",integrates new learning from reading with current knowledge,"e.g. ""I know that insects have wings but I didn’t know all insects have six legs""",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Comprehension,LP9-RV-UT-Level6-11,11,predicts the content and purpose of a text based on a range of text features,predicts the content and purpose of a text based on a range of text features,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-12,12,uses a bank of phonic knowledge and word recognition skills and grammatical and contextual knowledge to read simple and elementary texts (see Phonic knowledge and word recognition),uses a bank of phonic knowledge and word recognition skills and grammatical and contextual knowledge to read simple and elementary texts (see Phonic knowledge and word recognition),,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-13,13,"recognises when meaning breaks down, pauses and uses phonic knowledge, contextual knowledge, and strategies such as repeating words, re-reading and reading on to self-correct (see Phonic knowledge and word recognition)","recognises when meaning breaks down, pauses and uses phonic knowledge, contextual knowledge, and strategies such as repeating words, re-reading and reading on to self-correct (see Phonic knowledge and word recognition)",,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-14,14,identifies parts of text used to answer literal and inferential questions,identifies parts of text used to answer literal and inferential questions,,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-15,15,uses cohesive devices to connect ideas or events (e.g. tracks pronoun referencing) (see Grammar),uses cohesive devices to connect ideas or events (e.g. tracks pronoun referencing) (see Grammar),,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-16,16,"uses phrasing and punctuation to support reading for meaning (e.g. noun, verb and adjectival groups) (see Fluency and Grammar)","uses phrasing and punctuation to support reading for meaning (e.g. noun, verb and adjectival groups) (see Fluency and Grammar)",,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Processes,LP9-RV-UT-Level6-17,17,identifies common features in similar texts (e.g. photographs in informative texts),identifies common features in similar texts,e.g. photographs in informative texts,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-18,18,"uses morphological knowledge to explain words (e.g. ""help"" [base] + ""less"" [suffix] = ""helpless"")",uses morphological knowledge to explain words,"e.g. ""help"" [base] + ""less"" [suffix] = ""helpless""",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-19,19,interprets language devices (e.g. exaggeration or repetition),interprets language devices,e.g. exaggeration or repetition,,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-20,20,"interprets simple imagery (e.g. simile, onomatopoeia)",interprets simple imagery,"e.g. simile, onomatopoeia",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-21,21,"uses context and grammar knowledge to understand unfamiliar words (e.g. the word ""vast"" in the phrase ""vast desert"")",uses context and grammar knowledge to understand unfamiliar words,"e.g. the word ""vast"" in the phrase ""vast desert""",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-22,22,"identifies words that state opinions (e.g. ""I think"")",identifies words that state opinions,"e.g. ""I think""",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 6,,Vocabulary,LP9-RV-UT-Level6-23,23,"understands the use of common idiomatic or colloquial language in texts (e.g. ""get your head around it"")",understands the use of common idiomatic or colloquial language in texts,"e.g. ""get your head around it""",,,,Yes,,,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-01,1,reads and views elementary texts (see Text complexity),reads and views elementary texts (see Text complexity),,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-02,2,locates information or details embedded in the text,locates information or details embedded in the text,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-03,3,identifies the main idea in an elementary text,identifies the main idea in an elementary text,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-04,4,"identifies the purpose of a broad range of informative, imaginative and persuasive texts (e.g. advertisements, diary entry)","identifies the purpose of a broad range of informative, imaginative and persuasive texts","e.g. advertisements, diary entry",,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-05,5,draws inferences and identifies supporting evidence in the text,draws inferences and identifies supporting evidence in the text,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-06,6,"monitors the development of ideas using language and visual features (e.g. topic sentences, key verbs, graphs)",monitors the development of ideas using language and visual features,"e.g. topic sentences, key verbs, graphs",,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-07,7,recognises that texts can present different points of view,recognises that texts can present different points of view,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-08,8,distinguishes between fact and opinion in texts,distinguishes between fact and opinion in texts,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Comprehension,LP9-RV-UT-Level7-09,9,compares and contrasts texts on the same topic to identify how authors represent the same ideas differently,compares and contrasts texts on the same topic to identify how authors represent the same ideas differently,,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Processes,LP9-RV-UT-Level7-10,10,"integrates phonic knowledge, word recognition skills, grammatical and contextual knowledge to read elementary texts (see Phonic knowledge and word recognition and Fluency)","integrates phonic knowledge, word recognition skills, grammatical and contextual knowledge to read elementary texts (see Phonic knowledge and word recognition and Fluency)",,,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Processes,LP9-RV-UT-Level7-11,11,"identifies language features that signal purpose in an elementary text (e.g. diagrams, dialogue)",identifies language features that signal purpose in an elementary text,"e.g. diagrams, dialogue",,,,,Yes,Yes,,,,,
Literacy,Reading and viewing,Understanding texts,Level 7,,Processes,LP9-RV-UT-Level7-12,12,uses strategies to predict and confirm meaning (e.g. uses sentence structure to predict how ideas will be developed),uses strategies to predict and confirm meaning,e.g. uses sentence structure to predict how ideas will be developed,,,,,Yes,Yes,,,,,
